id,cbo,descricao,disponivel,user_id,created_at,updated_at
,251525,Psicólogo jurídico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251530,Psicólogo social,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251535,Psicólogo do trânsito,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251540,Psicólogo do trabalho,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251545,Neuropsicólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251550,Psicanalista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251555,Psicólogo acupunturista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251605,Assistente social,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,251610,Economista doméstico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252105,Administrador,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252205,Auditor (contadores e afins),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252210,Contador,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252215,Perito contábil,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252305,Secretária(o) executiva(o),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252310,Secretário  bilíngüe,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252315,Secretária trilíngüe,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252320,Tecnólogo em secretariado escolar,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252405,Analista de recursos humanos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252505,Administrador de fundos e carteiras de investimento,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252510,Analista de câmbio,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252515,Analista de cobrança (instituições financeiras),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252525,Analista de crédito (instituições financeiras),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252530,Analista de crédito rural,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252535,Analista de leasing,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252540,Analista de produtos bancários,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252545,Analista financeiro (instituições financeiras),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252550,Profissional de relações com investidores,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252605,Gestor em segurança,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252705,Analista de pcp (programação e controle da produção),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252710,Analista de planejamento de materias,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252715,Analista de logistica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252720,Analista de projetos logisticos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,252725,Analista de gestão de estoque,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253110,Redator de publicidade,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253115,Publicitário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253120,Diretor de mídia (publicidade),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253125,Diretor de arte (publicidade),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253130,Diretor de criação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253135,Diretor de contas (publicidade),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253140,Agenciador de propaganda,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253205,Gerente de captação (fundos e investimentos institucionais),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253210,Gerente de clientes especiais (private),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253215,Gerente de contas - pessoa física e jurídica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253220,Gerente de grandes contas (corporate),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253225,Operador de negócios,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253305,"Corretor de valores, ativos financeiros, mercadorias e derivativos",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253405,Analista de mídias sociais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,253410,Influenciador digital,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254105,Auditor-fiscal da receita federal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254110,Técnico da receita federal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254205,Auditor-fiscal da previdência social,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254305,Auditor-fiscal do trabalho,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254310,Agente de higiene e segurança,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254405,Fiscal de tributos estadual,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254410,Fiscal de tributos municipal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254415,Técnico de tributos estadual,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254420,Técnico de tributos municipal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,254505,Fiscal de atividades urbanas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261105,Arquivista pesquisador (jornalismo),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261110,Assessor de imprensa,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261115,Diretor de redação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261120,Editor,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261125,Jornalista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261130,Produtor de texto,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261135,Repórter (exclusive rádio e televisão),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261140,Revisor de texto,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261205,Bibliotecário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261210,Documentalista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261215,Analista de informações (pesquisador de informações de rede),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261305,Arquivista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261310,Museólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261405,Filólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261410,Intérprete,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261415,Lingüista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261420,Tradutor,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261425,Intérprete de língua de sinais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261430,Audiodescritor,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261505,Autor-roteirista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261510,Crítico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261515,Escritor de ficção,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261520,Escritor de não ficção,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261525,Poeta,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261530,Redator de textos técnicos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261605,Editor de jornal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261610,Editor de livro,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261615,Editor de mídia eletrônica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261620,Editor de revista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261625,Editor de revista científica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261705,Âncora de mídias audiovisuais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261710,Comentarista de mídias audiovisuais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261715,Locutor de mídias audiovisuais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261730,Repórter de mídias audiovisuais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261805,Fotógrafo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261810,Fotógrafo publicitário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261815,Fotógrafo retratista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261820,Repórter fotográfico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261905,Continuista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,261910,Assistente de direção (tv),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262105,Produtor cultural,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262110,Produtor cinematográfico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262115,Produtor de rádio,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262120,Produtor de teatro,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262125,Produtor de televisão,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262130,Tecnólogo em produção fonográfica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262135,Tecnólogo em produção audiovisual,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262205,Diretor de cinema,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262210,Diretor de programas de rádio,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262215,Diretor de programas de televisão,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262220,Diretor teatral,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262225,Diretor de programação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262230,Diretor de produção,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262235,Diretor artistíco,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262305,Cenógrafo carnavalesco e festas populares,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262310,Cenógrafo de cinema,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262315,Cenógrafo de eventos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262320,Cenógrafo de teatro,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262325,Cenógrafo de tv,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262330,Diretor de arte,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262405,Artista (artes visuais),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262410,Desenhista industrial gráfico (designer gráfico),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262415,Conservador-restaurador de bens  culturais,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262420,Desenhista industrial de produto (designer de produto),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262425,Desenhista industrial de produto de moda (designer de moda),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262505,Ator,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262605,Compositor,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262610,Músico arranjador,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262615,Músico regente,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262620,Musicólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262705,Músico intérprete cantor,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262710,Músico intérprete instrumentista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262805,Assistente de coreografia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262810,Bailarino (exceto danças populares),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262815,Coreógrafo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262820,Dramaturgo de dança,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262825,Ensaiador de dança,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262830,Professor de dança,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,262905,Decorador de interiores de nível superior,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,263105,Ministro de culto religioso,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,263110,Missionário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,263115,Teólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,271105,Chefe de cozinha,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,271110,Tecnólogo em gastronomia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,300105,Técnico em mecatrônica - automação da manufatura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,300110,Técnico em mecatrônica - robótica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,300305,Técnico em eletromecânica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,301105,Técnico de laboratório industrial,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,301110,Técnico de laboratório de análises físico-químicas (materiais de construção),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,301115,Técnico químico de petróleo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,301205,Técnico de apoio à bioengenharia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311105,Técnico químico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311110,Técnico de celulose e papel,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311115,Técnico em curtimento,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311205,Técnico em petroquímica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311305,"Técnico em materiais, produtos cerâmicos e vidros",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311405,Técnico em borracha,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311410,Técnico em plástico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311505,Técnico de controle de meio ambiente,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311510,Técnico de meteorologia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311515,"Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia)",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311520,Técnico em tratamento de efluentes,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311605,Técnico têxtil,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311610,Técnico têxtil (tratamentos químicos),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311615,Técnico têxtil de fiação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311620,Técnico têxtil de malharia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311625,Técnico têxtil de tecelagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311705,Colorista de papel,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311710,Colorista têxtil,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311715,Preparador de tintas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311720,Preparador de tintas (fábrica de tecidos),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,311725,Tingidor de couros e peles,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312105,Técnico de obras civis,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312205,Técnico de estradas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312210,Técnico de saneamento,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312305,Técnico em agrimensura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312310,Técnico em geodésia e cartografia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312315,Técnico em hidrografia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,312320,Topógrafo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313105,Eletrotécnico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313110,Eletrotécnico (produção de energia),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313115,"Eletrotécnico na fabricação, montagem e instalação de máquinas e equipamentos",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313120,Técnico de manutenção elétrica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313125,Técnico de manutenção elétrica de máquina,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313130,Técnico eletricista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313205,Técnico de manutenção eletrônica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313210,Técnico de manutenção eletrônica (circuitos de máquinas com comando numérico),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313215,Técnico eletrônico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313220,Técnico em manutenção de equipamentos de informática,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313305,Técnico de comunicação de dados,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313310,Técnico de rede (telecomunicações),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313315,Técnico de telecomunicações (telefonia),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313320,Técnico de transmissão (telecomunicações),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313405,Técnico em calibração,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313410,Técnico em instrumentação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313415,"Encarregado de manutenção de instrumentos de controle, medição e similares",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,313505,Técnico em fotônica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314105,Técnico em mecânica de precisão,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314110,Técnico mecânico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314115,"Técnico mecânico (calefação, ventilação e refrigeração)",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314120,Técnico mecânico (máquinas),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314125,Técnico mecânico (motores),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314205,Técnico mecânico na fabricação de ferramentas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314210,Técnico mecânico na manutenção de ferramentas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314305,Técnico em automobilística,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314310,Técnico mecânico (aeronaves),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314315,Técnico mecânico (embarcações),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314405,Técnico de manutenção de sistemas e instrumentos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314410,Técnico em manutenção de máquinas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314610,Técnico em caldeiraria,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314615,Técnico em estruturas metálicas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314620,Técnico em soldagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314625,Tecnólogo em soldagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314705,Técnico de acabamento em siderurgia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314710,Técnico de aciaria em siderurgia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314715,Técnico de fundição em siderurgia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314720,Técnico de laminação em siderurgia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314725,Técnico de redução na siderurgia (primeira fusão),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314730,Técnico de refratário em siderurgia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314805,Inspetor de equipamentos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314810,Inspetor de fabricação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314815,Inspetor de ensaios não destrutivos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314825,Inspetor de dutos,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314830,Inspetor de controle dimensional,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314835,Inspetor de pintura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314840,Inspetor de manutenção,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,314845,Inspetor de soldagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316105,Técnico em geofísica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316110,Técnico em geologia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316115,Técnico em geoquímica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316120,Técnico em geotecnia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316305,Técnico de mineração,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316310,Técnico de mineração (óleo e petróleo),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316315,Técnico em processamento mineral (exceto petróleo),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316320,Técnico em pesquisa mineral,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316325,Técnico de produção em refino de petróleo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316330,Técnico em planejamento de lavra de minas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316335,Desincrustador (poços de petróleo),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,316340,Cimentador (poços de petróleo),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317105,Desenvolvedor web (técnico),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317110,Desenvolvedor de sistemas de tecnologia da informação (técnico),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317115,Programador de máquinas - ferramenta com comando numérico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317120,Desenvolvedor de multimídia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317205,Operador de computador,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,317210,Técnico de suporte ao usuário de tecnologia da informação,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318005,Desenhista técnico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318010,Desenhista copista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318015,Desenhista detalhista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318105,Desenhista técnico (arquitetura),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318110,Desenhista técnico (cartografia),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318115,Desenhista técnico (construção civil),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318120,Desenhista técnico (instalações hidrossanitárias),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318205,Desenhista técnico mecânico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318210,Desenhista técnico aeronáutico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318215,Desenhista técnico naval,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318305,Desenhista técnico (eletricidade e eletrônica),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318310,"Desenhista técnico (calefação, ventilação e refrigeração)",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318405,Desenhista técnico (artes gráficas),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318410,Desenhista técnico (ilustrações artísticas),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318415,Desenhista técnico (ilustrações técnicas),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318420,Desenhista técnico (indústria têxtil),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318425,Desenhista técnico (mobiliário),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318430,"Desenhista técnico de embalagens, maquetes e leiautes",1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318505,Desenhista projetista de arquitetura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318510,Desenhista projetista de construção civil,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318605,Desenhista projetista de máquinas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318610,Desenhista projetista mecânico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318705,Desenhista projetista de eletricidade,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318710,Desenhista projetista eletrônico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318805,Projetista de móveis,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318810,Modelista de roupas,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,318815,Modelista de calçados,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,319105,Técnico em calçados e artefatos de couro,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,319110,Técnico em confecções do vestuário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,319205,Técnico do mobiliário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,320105,Técnico em bioterismo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,320110,Técnico em histologia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321105,Técnico agrícola,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321110,Técnico agropecuário,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321205,Técnico em madeira,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321210,Técnico florestal,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321305,Técnico em piscicultura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321310,Técnico em carcinicultura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321315,Técnico em mitilicultura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,321320,Técnico em ranicultura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322105,Técnico em acupuntura,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322110,Podólogo,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322115,Técnico em quiropraxia,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322120,Massoterapeuta,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322125,Terapeuta holístico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322130,Esteticista,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322135,Doula,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322140,Instrutor de pilates,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322205,Técnico de enfermagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322210,Técnico de enfermagem de terapia intensiva,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322215,Técnico de enfermagem do trabalho,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322220,Técnico de enfermagem psiquiátrica,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322225,Instrumentador cirúrgico,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322230,Auxiliar de enfermagem,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322235,Auxiliar de enfermagem do trabalho,1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
,322240,Auxiliar de saúde (navegação marítima),1,1,2023-08-29 19:22:49,2023-08-29 19:22:49
